dx_cd,icd_code,icd_type,icd_desc
S83232D,S83.232D,2.0,"COMPLEX TEAR OF MEDIAL MENISCUS, CURRENT INJURY, LEFT KNEE, SUBSEQUENT ENCOUNTER"
S86909A,S86.909A,2.0,"UNSPECIFIED INJURY OF UNSPECIFIED MUSCLE(S) AND TENDON(S) AT LOWER LEG LEVEL, UNSPECIFIED LEG, INITIAL ENCOUNTER"
07044,070.44,1.0,CHRONIC HEPATITIS C WITH HEPATIC COMA
0709,070.9,1.0,UNSPECIFIED VIRAL HEPATITIS WITHOUT MENTION OF HEPATIC COMA
1579,157.9,1.0,"MALIGNANT NEOPLASM OF PANCREAS, PART UNSPECIFIED"
1608,160.8,1.0,MALIGNANT NEOPLASM OF OTHER ACCESSORY SINUSES
S5000XA,S50.00XA,2.0,"CONTUSION OF UNSPECIFIED ELBOW, INITIAL ENCOUNTER"
S53005A,S53.005A,2.0,"UNSPECIFIED DISLOCATION OF LEFT RADIAL HEAD, INITIAL ENCOUNTER"
S60142A,S60.142A,2.0,"CONTUSION OF LEFT RING FINGER WITH DAMAGE TO NAIL, INITIAL ENCOUNTER"
S60152A,S60.152A,2.0,"CONTUSION OF LEFT LITTLE FINGER WITH DAMAGE TO NAIL, INITIAL ENCOUNTER"
20244,202.44,1.0,LEUKEMIC RETICULOENDOTHELIOSIS INVOLVING LYMPH NODES OF AXILLA AND UPPER ARM
20530,205.30,1.0,"MYELOID SARCOMA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
20801,208.01,1.0,"LEUKEMIA OF UNSPECIFIED CELL TYPE, ACUTE, IN REMISSION"
22804,228.04,1.0,HEMANGIOMA OF INTRA-ABDOMINAL STRUCTURES
2319,231.9,1.0,"CARCINOMA IN SITU OF RESPIRATORY SYSTEM, PART UNSPECIFIED"
2332,233.2,1.0,CARCINOMA IN SITU OF OTHER AND UNSPECIFIED PARTS OF UTERUS
2531,253.1,1.0,OTHER AND UNSPECIFIED ANTERIOR PITUITARY HYPERFUNCTION
2897,289.7,1.0,METHEMOGLOBINEMIA
S30817D,S30.817D,2.0,"ABRASION OF ANUS, SUBSEQUENT ENCOUNTER"
S30824A,S30.824A,2.0,"BLISTER (NONTHERMAL) OF VAGINA AND VULVA, INITIAL ENCOUNTER"
S37002S,S37.002S,2.0,"UNSPECIFIED INJURY OF LEFT KIDNEY, SEQUELA"
S39012A,S39.012A,2.0,"STRAIN OF MUSCLE, FASCIA AND TENDON OF LOWER BACK, INITIAL ENCOUNTER"
S40022S,S40.022S,2.0,"CONTUSION OF LEFT UPPER ARM, SEQUELA"
82531,825.31,1.0,"FRACTURE OF ASTRAGALUS, OPEN"
84511,845.11,1.0,SPRAIN OF TARSOMETATARSAL (JOINT) (LIGAMENT) OF FOOT
8750,875.0,1.0,"OPEN WOUND OF CHEST (WALL), WITHOUT MENTION OF COMPLICATION"
9152,915.2,1.0,"BLISTER OF FINGERS, WITHOUT MENTION OF INFECTION"
94820,948.20,1.0,BURN (ANY DEGREE) INVOLVING 20-29 PERCENT OF BODY SURFACE WITH THIRD DEGREE BURN OF LESS THAN 10 PERCENT OR UNSPECIFIED AMOUNT
E1149,E11.49,2.0,TYPE 2 DIABETES MELLITUS WITH OTHER DIABETIC NEUROLOGICAL COMPLICATION
E648,E64.8,2.0,SEQUELAE OF OTHER NUTRITIONAL DEFICIENCIES
E8550,E855.0,1.0,ACCIDENTAL POISONING BY ANTICONVULSANT AND ANTI-PARKINSONISM DRUGS
E9208,E920.8,1.0,ACCIDENTS CAUSED BY OTHER SPECIFIED CUTTING AND PIERCING INSTRUMENTS OR OBJECTS
E9801,E980.1,1.0,"POISONING BY BARBITURATES, UNDETERMINED WHETHER ACCIDENTALLY OR PURPOSELY INFLICTED"
F16983,F16.983,2.0,"HALLUCINOGEN USE, UNSPECIFIED WITH HALLUCINOGEN PERSISTING PERCEPTION DISORDER (FLASHBACKS)"
0079,007.9,1.0,UNSPECIFIED PROTOZOAL INTESTINAL DISEASE
0990,099.0,1.0,CHANCROID
1430,143.0,1.0,MALIGNANT NEOPLASM OF UPPER GUM
17350,173.50,1.0,"UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF TRUNK, EXCEPT SCROTUM"
1917,191.7,1.0,MALIGNANT NEOPLASM OF BRAIN STEM
2103,210.3,1.0,BENIGN NEOPLASM OF FLOOR OF MOUTH
2371,237.1,1.0,NEOPLASM OF UNCERTAIN BEHAVIOR OF PINEAL GLAND
K650,K65.0,2.0,GENERALIZED (ACUTE) PERITONITIS
K8067,K80.67,2.0,CALCULUS OF GALLBLADDER AND BILE DUCT WITH ACUTE AND CHRONIC CHOLECYSTITIS WITH OBSTRUCTION
K859,K85.9,2.0,"ACUTE PANCREATITIS, UNSPECIFIED"
M05562,M05.562,2.0,RHEUMATOID POLYNEUROPATHY WITH RHEUMATOID ARTHRITIS OF LEFT KNEE
M12079,M12.079,2.0,"CHRONIC POSTRHEUMATIC ARTHROPATHY [JACCOUD], UNSPECIFIED ANKLE AND FOOT"
S76219S,S76.219S,2.0,"STRAIN OF ADDUCTOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED THIGH, SEQUELA"
S81842D,S81.842D,2.0,"PUNCTURE WOUND WITH FOREIGN BODY, LEFT LOWER LEG, SUBSEQUENT ENCOUNTER"
S42242A,S42.242A,2.0,"4-PART FRACTURE OF SURGICAL NECK OF LEFT HUMERUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S42494D,S42.494D,2.0,"OTHER NONDISPLACED FRACTURE OF LOWER END OF RIGHT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S4351XD,S43.51XD,2.0,"SPRAIN OF RIGHT ACROMIOCLAVICULAR JOINT, SUBSEQUENT ENCOUNTER"
S46001S,S46.001S,2.0,"UNSPECIFIED INJURY OF MUSCLE(S) AND TENDON(S) OF THE ROTATOR CUFF OF RIGHT SHOULDER, SEQUELA"
S50862D,S50.862D,2.0,"INSECT BITE (NONVENOMOUS) OF LEFT FOREARM, SUBSEQUENT ENCOUNTER"
S51851S,S51.851S,2.0,"OPEN BITE OF RIGHT FOREARM, SEQUELA"
G259,G25.9,2.0,"EXTRAPYRAMIDAL AND MOVEMENT DISORDER, UNSPECIFIED"
H02006,H02.006,2.0,"UNSPECIFIED ENTROPION OF LEFT EYE, UNSPECIFIED EYELID"
H04159,H04.159,2.0,"SECONDARY LACRIMAL GLAND ATROPHY, UNSPECIFIED LACRIMAL GLAND"
H05331,H05.331,2.0,DEFORMITY OF RIGHT ORBIT DUE TO TRAUMA OR SURGERY
H10223,H10.223,2.0,"PSEUDOMEMBRANOUS CONJUNCTIVITIS, BILATERAL"
H15002,H15.002,2.0,"UNSPECIFIED SCLERITIS, LEFT EYE"
2751,275.1,1.0,DISORDERS OF COPPER METABOLISM
27900,279.00,1.0,"HYPOGAMMAGLOBULINEMIA, UNSPECIFIED"
28249,282.49,1.0,OTHER THALASSEMIA
28950,289.50,1.0,"DISEASE OF SPLEEN, UNSPECIFIED"
29650,296.50,1.0,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) DEPRESSED, UNSPECIFIED"
3003,300.3,1.0,OBSESSIVE-COMPULSIVE DISORDERS
3211,321.1,1.0,MENINGITIS IN OTHER FUNGAL DISEASES
34510,345.10,1.0,"GENERALIZED CONVULSIVE EPILEPSY, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
36264,362.64,1.0,SENILE RETICULAR DEGENERATION OF RETINA
3320,332.0,1.0,PARALYSIS AGITANS
34640,346.40,1.0,"MENSTRUAL MIGRAINE, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
3544,354.4,1.0,CAUSALGIA OF UPPER LIMB
71101,711.01,1.0,PYOGENIC ARTHRITIS INVOLVING SHOULDER REGION
71607,716.07,1.0,KASCHIN-BECK DISEASE INVOLVING ANKLE AND FOOT
71844,718.44,1.0,CONTRACTURE OF HAND JOINT
71965,719.65,1.0,OTHER SYMPTOMS REFERABLE TO JOINT OF PELVIC REGION AND THIGH
7336,733.6,1.0,TIETZE'S DISEASE
75245,752.45,1.0,VAGINAL AGENESIS
75251,752.51,1.0,UNDESCENDED TESTIS
75289,752.89,1.0,OTHER SPECIFIED ANOMALIES OF GENITAL ORGANS
M189,M18.9,2.0,"OSTEOARTHRITIS OF FIRST CARPOMETACARPAL JOINT, UNSPECIFIED"
M216X9,M21.6X9,2.0,OTHER ACQUIRED DEFORMITIES OF UNSPECIFIED FOOT
75314,753.14,1.0,"POLYCYSTIC KIDNEY, AUTOSOMAL RECESSIVE"
7626,762.6,1.0,OTHER AND UNSPECIFIED CONDITIONS OF UMBILICAL CORD AFFECTING FETUS OR NEWBORN
82032,820.32,1.0,"FRACTURE OF SUBTROCHANTERIC SECTION OF FEMUR, OPEN"
86800,868.00,1.0,"INJURY TO OTHER INTRA-ABDOMINAL ORGANS WITHOUT MENTION OF OPEN WOUND INTO CAVITY, UNSPECIFIED INTRA-ABDOMINAL ORGAN"
S85141A,S85.141A,2.0,"LACERATION OF ANTERIOR TIBIAL ARTERY, RIGHT LEG, INITIAL ENCOUNTER"
S90415S,S90.415S,2.0,"ABRASION, LEFT LESSER TOE(S), SEQUELA"
S90569A,S90.569A,2.0,"INSECT BITE (NONVENOMOUS), UNSPECIFIED ANKLE, INITIAL ENCOUNTER"
S91031A,S91.031A,2.0,"PUNCTURE WOUND WITHOUT FOREIGN BODY, RIGHT ANKLE, INITIAL ENCOUNTER"
S92024D,S92.024D,2.0,"NONDISPLACED FRACTURE OF ANTERIOR PROCESS OF RIGHT CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S92152D,S92.152D,2.0,"DISPLACED AVULSION FRACTURE (CHIP FRACTURE) OF LEFT TALUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S52602S,S52.602S,2.0,"UNSPECIFIED FRACTURE OF LOWER END OF LEFT ULNA, SEQUELA"
S60359A,S60.359A,2.0,"SUPERFICIAL FOREIGN BODY OF UNSPECIFIED THUMB, INITIAL ENCOUNTER"
S61213S,S61.213S,2.0,"LACERATION WITHOUT FOREIGN BODY OF LEFT MIDDLE FINGER WITHOUT DAMAGE TO NAIL, SEQUELA"
G47411,G47.411,2.0,NARCOLEPSY WITH CATAPLEXY
G8334,G83.34,2.0,"MONOPLEGIA, UNSPECIFIED AFFECTING LEFT NONDOMINANT SIDE"
H02109,H02.109,2.0,"UNSPECIFIED ECTROPION OF UNSPECIFIED EYE, UNSPECIFIED EYELID"
H0469,H04.69,2.0,OTHER CHANGES OF LACRIMAL PASSAGES
H05211,H05.211,2.0,"DISPLACEMENT (LATERAL) OF GLOBE, RIGHT EYE"
2224,222.4,1.0,BENIGN NEOPLASM OF SCROTUM
2631,263.1,1.0,MALNUTRITION OF MILD DEGREE
2651,265.1,1.0,OTHER AND UNSPECIFIED MANIFESTATIONS OF THIAMINE DEFICIENCY
2726,272.6,1.0,LIPODYSTROPHY
2729,272.9,1.0,UNSPECIFIED DISORDER OF LIPOID METABOLISM
28659,286.59,1.0,"OTHER HEMORRHAGIC DISORDER DUE TO INTRINSIC CIRCULATING ANTICOAGULANTS, ANTIBODIES, OR INHIBITORS"
3007,300.7,1.0,HYPOCHONDRIASIS
3079,307.9,1.0,"OTHER AND UNSPECIFIED SPECIAL SYMPTOMS OR SYNDROMES, NOT ELSEWHERE CLASSIFIED"
30981,309.81,1.0,POSTTRAUMATIC STRESS DISORDER
01510,015.10,1.0,"TUBERCULOSIS OF HIP, UNSPECIFIED EXAMINATION"
0548,054.8,1.0,HERPES SIMPLEX WITH UNSPECIFIED COMPLICATION
09952,099.52,1.0,"OTHER VENEREAL DISEASES DUE TO CHLAMYDIA TRACHOMATIS, ANUS AND RECTUM"
1456,145.6,1.0,MALIGNANT NEOPLASM OF RETROMOLAR AREA
S56309D,S56.309D,2.0,"UNSPECIFIED INJURY OF EXTENSOR OR ABDUCTOR MUSCLES, FASCIA AND TENDONS OF UNSPECIFIED THUMB AT FOREARM LEVEL, SUBSEQUENT ENCOUNTER"
S61021A,S61.021A,2.0,"LACERATION WITH FOREIGN BODY OF RIGHT THUMB WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
1982,198.2,1.0,SECONDARY MALIGNANT NEOPLASM OF SKIN
2061,206.1,1.0,"MONOCYTIC LEUKEMIA, CHRONIC"
2393,239.3,1.0,NEOPLASM OF UNSPECIFIED NATURE OF BREAST
2568,256.8,1.0,OTHER OVARIAN DYSFUNCTION
2598,259.8,1.0,OTHER SPECIFIED ENDOCRINE DISORDERS
27903,279.03,1.0,OTHER SELECTIVE IMMUNOGLOBULIN DEFICIENCIES
29622,296.22,1.0,"MAJOR DEPRESSIVE AFFECTIVE DISORDER, SINGLE EPISODE, MODERATE DEGREE"
30443,304.43,1.0,"AMPHETAMINE AND OTHER PSYCHOSTIMULANT DEPENDENCE, IN REMISSION"
S3130XS,S31.30XS,2.0,"UNSPECIFIED OPEN WOUND OF SCROTUM AND TESTES, SEQUELA"
S32030K,S32.030K,2.0,"WEDGE COMPRESSION FRACTURE OF THIRD LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S32032A,S32.032A,2.0,"UNSTABLE BURST FRACTURE OF THIRD LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
83918,839.18,1.0,"OPEN DISLOCATION, MULTIPLE CERVICAL VERTEBRAE"
8469,846.9,1.0,UNSPECIFIED SITE OF SACROILIAC REGION SPRAIN
9594,959.4,1.0,"OTHER AND UNSPECIFIED INJURY TO HAND, EXCEPT FINGER"
9943,994.3,1.0,EFFECTS OF THIRST
E211,E21.1,2.0,"SECONDARY HYPERPARATHYROIDISM, NOT ELSEWHERE CLASSIFIED"
E28310,E28.310,2.0,SYMPTOMATIC PREMATURE MENOPAUSE
F17209,F17.209,2.0,"NICOTINE DEPENDENCE, UNSPECIFIED, WITH UNSPECIFIED NICOTINE-INDUCED DISORDERS"
F1919,F19.19,2.0,OTHER PSYCHOACTIVE SUBSTANCE ABUSE WITH UNSPECIFIED PSYCHOACTIVE SUBSTANCE-INDUCED DISORDER
F202,F20.2,2.0,CATATONIC SCHIZOPHRENIA
F5232,F52.32,2.0,MALE ORGASMIC DISORDER
0417,041.7,1.0,PSEUDOMONAS INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE
0841,084.1,1.0,VIVAX MALARIA (BENIGN TERTIAN)
200,200,1.0,LYMPHOSARCOMA AND RETICULOSARCOMA AND OTHER SPECIFIED MALIGNANT TUMORS OF LYMPHATIC TISSUE
20100,201.00,1.0,"HODGKIN'S PARAGRANULOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
2248,224.8,1.0,BENIGN NEOPLASM OF OTHER SPECIFIED PARTS OF EYE
K91871,K91.871,2.0,POSTPROCEDURAL HEMATOMA OF A DIGESTIVE SYSTEM ORGAN OR STRUCTURE FOLLOWING OTHER PROCEDURE
L02831,L02.831,2.0,"CARBUNCLE OF HEAD [ANY PART, EXCEPT FACE]"
L7211,L72.11,2.0,PILAR CYST
L97102,L97.102,2.0,NON-PRESSURE CHRONIC ULCER OF UNSPECIFIED THIGH WITH FAT LAYER EXPOSED
M170,M17.0,2.0,BILATERAL PRIMARY OSTEOARTHRITIS OF KNEE
S73101S,S73.101S,2.0,"UNSPECIFIED SPRAIN OF RIGHT HIP, SEQUELA"
S76399A,S76.399A,2.0,"OTHER SPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF THE POSTERIOR MUSCLE GROUP AT THIGH LEVEL, UNSPECIFIED THIGH, INITIAL ENCOUNTER"
S8010XS,S80.10XS,2.0,"CONTUSION OF UNSPECIFIED LOWER LEG, SEQUELA"
S82241D,S82.241D,2.0,"DISPLACED SPIRAL FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S82401C,S82.401C,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT FIBULA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC"
S8254XG,S82.54XG,2.0,"NONDISPLACED FRACTURE OF MEDIAL MALLEOLUS OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING"
S43422A,S43.422A,2.0,"SPRAIN OF LEFT ROTATOR CUFF CAPSULE, INITIAL ENCOUNTER"
S48911A,S48.911A,2.0,"COMPLETE TRAUMATIC AMPUTATION OF RIGHT SHOULDER AND UPPER ARM, LEVEL UNSPECIFIED, INITIAL ENCOUNTER"
F8081,F80.81,2.0,CHILDHOOD ONSET FLUENCY DISORDER
G43821,G43.821,2.0,"MENSTRUAL MIGRAINE, NOT INTRACTABLE, WITH STATUS MIGRAINOSUS"
G47421,G47.421,2.0,NARCOLEPSY IN CONDITIONS CLASSIFIED ELSEWHERE WITH CATAPLEXY
H00031,H00.031,2.0,ABSCESS OF RIGHT UPPER EYELID
H04129,H04.129,2.0,DRY EYE SYNDROME OF UNSPECIFIED LACRIMAL GLAND
H11021,H11.021,2.0,CENTRAL PTERYGIUM OF RIGHT EYE
H11152,H11.152,2.0,"PINGUECULA, LEFT EYE"
25031,250.31,1.0,"DIABETES WITH OTHER COMA, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED"
2721,272.1,1.0,PURE HYPERGLYCERIDEMIA
2873,287.3,1.0,PRIMARY THROMBOCYTOPENIA
2882,288.2,1.0,GENETIC ANOMALIES OF LEUKOCYTES
2948,294.8,1.0,OTHER PERSISTENT MENTAL DISORDERS DUE TO CONDITIONS CLASSIFIED ELSEWHERE
30553,305.53,1.0,"NONDEPENDENT OPIOID ABUSE, IN REMISSION"
34282,342.82,1.0,OTHER SPECIFIED HEMIPLEGIA AND HEMIPARESIS AFFECTING NONDOMINANT SIDE
7085,708.5,1.0,CHOLINERGIC URTICARIA
71664,716.64,1.0,UNSPECIFIED MONOARTHRITIS INVOLVING HAND
71966,719.66,1.0,OTHER SYMPTOMS REFERABLE TO LOWER LEG JOINT
74300,743.00,1.0,"CLINICAL ANOPHTHALMOS, UNSPECIFIED"
7465,746.5,1.0,CONGENITAL MITRAL STENOSIS
M21332,M21.332,2.0,"WRIST DROP, LEFT WRIST"
M2202,M22.02,2.0,"RECURRENT DISLOCATION OF PATELLA, LEFT KNEE"
M23203,M23.203,2.0,"DERANGEMENT OF UNSPECIFIED MEDIAL MENISCUS DUE TO OLD TEAR OR INJURY, RIGHT KNEE"
M23619,M23.619,2.0,OTHER SPONTANEOUS DISRUPTION OF ANTERIOR CRUCIATE LIGAMENT OF UNSPECIFIED KNEE
M24671,M24.671,2.0,"ANKYLOSIS, RIGHT ANKLE"
M25159,M25.159,2.0,"FISTULA, UNSPECIFIED HIP"
77214,772.14,1.0,INTRAVENTRICULAR HEMORRHAGE GRADE IV
78060,780.60,1.0,"FEVER, UNSPECIFIED"
85204,852.04,1.0,"SUBARACHNOID HEMORRHAGE FOLLOWING INJURY, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUSNESS AND RETURN TO PRE-EXISTING CONSCIOUS LEVEL"
90301,903.01,1.0,INJURY TO AXILLARY ARTERY
9067,906.7,1.0,LATE EFFECT OF BURN OF OTHER EXTREMITIES
S82854S,S82.854S,2.0,"NONDISPLACED TRIMALLEOLAR FRACTURE OF RIGHT LOWER LEG, SEQUELA"
S8292XE,S82.92XE,2.0,"UNSPECIFIED FRACTURE OF LEFT LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING"
S86002D,S86.002D,2.0,"UNSPECIFIED INJURY OF LEFT ACHILLES TENDON, SUBSEQUENT ENCOUNTER"
S91321A,S91.321A,2.0,"LACERATION WITH FOREIGN BODY, RIGHT FOOT, INITIAL ENCOUNTER"
S52201E,S52.201E,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT ULNA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING"
17349,173.49,1.0,OTHER SPECIFIED MALIGNANT NEOPLASM OF SCALP AND SKIN OF NECK
1740,174.0,1.0,MALIGNANT NEOPLASM OF NIPPLE AND AREOLA OF FEMALE BREAST
S5012XA,S50.12XA,2.0,"CONTUSION OF LEFT FOREARM, INITIAL ENCOUNTER"
S50861D,S50.861D,2.0,"INSECT BITE (NONVENOMOUS) OF RIGHT FOREARM, SUBSEQUENT ENCOUNTER"
S51022A,S51.022A,2.0,"LACERATION WITH FOREIGN BODY OF LEFT ELBOW, INITIAL ENCOUNTER"
S51811D,S51.811D,2.0,"LACERATION WITHOUT FOREIGN BODY OF RIGHT FOREARM, SUBSEQUENT ENCOUNTER"
S51812A,S51.812A,2.0,"LACERATION WITHOUT FOREIGN BODY OF LEFT FOREARM, INITIAL ENCOUNTER"
S52022D,S52.022D,2.0,"DISPLACED FRACTURE OF OLECRANON PROCESS WITHOUT INTRAARTICULAR EXTENSION OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S61001A,S61.001A,2.0,"UNSPECIFIED OPEN WOUND OF RIGHT THUMB WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
S61032D,S61.032D,2.0,"PUNCTURE WOUND WITHOUT FOREIGN BODY OF LEFT THUMB WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER"
1965,196.5,1.0,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES OF INGUINAL REGION AND LOWER LIMB
20055,200.55,1.0,"PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA, LYMPH NODES OF INGUINAL REGION AND LOWER LIMB"
2051,205.1,1.0,"MYELOID LEUKEMIA, CHRONIC"
20720,207.20,1.0,"MEGAKARYOCYTIC LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
20721,207.21,1.0,"MEGAKARYOCYTIC LEUKEMIA, IN REMISSION"
20940,209.40,1.0,"BENIGN CARCINOID TUMOR OF THE SMALL INTESTINE, UNSPECIFIED PORTION"
2326,232.6,1.0,"CARCINOMA IN SITU OF SKIN OF UPPER LIMB, INCLUDING SHOULDER"
28859,288.59,1.0,OTHER DECREASED WHITE BLOOD CELL COUNT
S30814D,S30.814D,2.0,"ABRASION OF VAGINA AND VULVA, SUBSEQUENT ENCOUNTER"
S32020A,S32.020A,2.0,"WEDGE COMPRESSION FRACTURE OF SECOND LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S32021S,S32.021S,2.0,"STABLE BURST FRACTURE OF SECOND LUMBAR VERTEBRA, SEQUELA"
S32301G,S32.301G,2.0,"UNSPECIFIED FRACTURE OF RIGHT ILIUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S32426A,S32.426A,2.0,"NONDISPLACED FRACTURE OF POSTERIOR WALL OF UNSPECIFIED ACETABULUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S32511D,S32.511D,2.0,"FRACTURE OF SUPERIOR RIM OF RIGHT PUBIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S3719XD,S37.19XD,2.0,"OTHER INJURY OF URETER, SUBSEQUENT ENCOUNTER"
S3720XA,S37.20XA,2.0,"UNSPECIFIED INJURY OF BLADDER, INITIAL ENCOUNTER"
84500,845.00,1.0,UNSPECIFIED SITE OF ANKLE SPRAIN
92401,924.01,1.0,CONTUSION OF HIP
A1812,A18.12,2.0,TUBERCULOSIS OF BLADDER
E164,E16.4,2.0,INCREASED SECRETION OF GASTRIN
E2609,E26.09,2.0,OTHER PRIMARY HYPERALDOSTERONISM
E887,E887,1.0,"FRACTURE, CAUSE UNSPECIFIED"
E9450,E945.0,1.0,OXYTOCIC AGENTS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE
F13188,F13.188,2.0,"SEDATIVE, HYPNOTIC OR ANXIOLYTIC ABUSE WITH OTHER SEDATIVE, HYPNOTIC OR ANXIOLYTIC-INDUCED DISORDER"
F13251,F13.251,2.0,"SEDATIVE, HYPNOTIC OR ANXIOLYTIC DEPENDENCE WITH SEDATIVE, HYPNOTIC OR ANXIOLYTIC-INDUCED PSYCHOTIC DISORDER WITH HALLUCINATIONS"
F5109,F51.09,2.0,OTHER INSOMNIA NOT DUE TO A SUBSTANCE OR KNOWN PHYSIOLOGICAL CONDITION
F513,F51.3,2.0,SLEEPWALKING [SOMNAMBULISM]
0200,020.0,1.0,BUBONIC PLAGUE
0546,054.6,1.0,HERPETIC WHITLOW
0929,092.9,1.0,"EARLY SYPHILIS, LATENT, UNSPECIFIED"
1703,170.3,1.0,"MALIGNANT NEOPLASM OF RIBS, STERNUM, AND CLAVICLE"
20110,201.10,1.0,"HODGKIN'S GRANULOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
20592,205.92,1.0,"UNSPECIFIED MYELOID LEUKEMIA, IN RELAPSE"
20927,209.27,1.0,"MALIGNANT CARCINOID TUMOR OF HINDGUT, NOT OTHERWISE SPECIFIED"
K614,K61.4,2.0,INTRASPHINCTERIC ABSCESS
K660,K66.0,2.0,PERITONEAL ADHESIONS (POSTPROCEDURAL) (POSTINFECTION)
K738,K73.8,2.0,"OTHER CHRONIC HEPATITIS, NOT ELSEWHERE CLASSIFIED"
K8530,K85.30,2.0,DRUG INDUCED ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION
L703,L70.3,2.0,ACNE TROPICA
L97509,L97.509,2.0,NON-PRESSURE CHRONIC ULCER OF OTHER PART OF UNSPECIFIED FOOT WITH UNSPECIFIED SEVERITY
L97512,L97.512,2.0,NON-PRESSURE CHRONIC ULCER OF OTHER PART OF RIGHT FOOT WITH FAT LAYER EXPOSED
M05831,M05.831,2.0,OTHER RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF RIGHT WRIST
M10222,M10.222,2.0,"DRUG-INDUCED GOUT, LEFT ELBOW"
S79091A,S79.091A,2.0,"OTHER PHYSEAL FRACTURE OF UPPER END OF RIGHT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82401K,S82.401K,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S82402D,S82.402D,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S42114A,S42.114A,2.0,"NONDISPLACED FRACTURE OF BODY OF SCAPULA, RIGHT SHOULDER, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S42209P,S42.209P,2.0,"UNSPECIFIED FRACTURE OF UPPER END OF UNSPECIFIED HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION"
S46902A,S46.902A,2.0,"UNSPECIFIED INJURY OF UNSPECIFIED MUSCLE, FASCIA AND TENDON AT SHOULDER AND UPPER ARM LEVEL, LEFT ARM, INITIAL ENCOUNTER"
G4753,G47.53,2.0,RECURRENT ISOLATED SLEEP PARALYSIS
G718,G71.8,2.0,OTHER PRIMARY DISORDERS OF MUSCLES
G908,G90.8,2.0,OTHER DISORDERS OF AUTONOMIC NERVOUS SYSTEM
